Protein.IDs	LFQ.intensity.ATG9_0	LFQ.intensity.ATG9_1	LFQ.intensity.ATG9_4	LFQ.intensity.WT_0	LFQ.intensity.WT_1	LFQ.intensity.WT_4
P40561	26.7534250223	27.0185478384	27.1114205086	26.7398271607	26.8739579765	27.1206844917
P40563	25.5947524961	25.3742212701	26.4106619626	26.2791685281	26.2489826492	26.3441361834
P40564	26.4097041785	26.5738572045	26.5518342713	27.0903392260	26.7205263861	27.2425486601
P40566	25.0812549580	25.5346949136	25.8682196800	25.8703979482	26.3626408341	26.7737902585
P40567	24.6206871235	25.0005240288	25.2615352094	23.5197672293	23.8961127933	24.9677869518
P40578	23.8319107046	23.3987278844	23.2037733206	25.0544920389	23.8666205684	23.4028113170
P40579	27.1362032932	26.9342305427	27.7961328178	27.0545325475	27.5377886739	27.5824092710
P40580	28.0214613600	28.7416515313	28.9754006761	27.6395625601	28.5562420454	28.8178680391
P40581	27.8377302584	28.8898210676	27.5798238166	28.6637634110	29.1289034016	29.6728110831
P40582	26.4073474082	27.7257415515	26.7190787503	26.7078607689	27.4682177932	27.1798150263
P40586	24.3662406113	24.8979202782	25.2576285607	26.5390187021	25.5559082913	26.7995872629
P40693	28.3652474593	26.5919991707	27.2877665396	28.6439440693	27.1726172685	27.8573383877
P40825	32.8966012160	33.2381254419	33.1025657536	33.0978429759	33.0882200817	33.1440828269
P40850	27.8959259295	26.4481306554	25.9449057187	28.3073022347	26.1799021469	25.1553984595
P40851	24.5146082795	24.6395039262	24.6306023448	24.5126919962	24.0471857959	24.6160396990
P40856	25.1334207315	24.7864422593	24.3811235249	24.7504520745	23.9006348408	23.4400546713
P40857	24.1903024069	24.0034192983	23.6251969401	24.5646369770	25.5157986882	23.9062280372
P40858	24.1138701355	24.4778941929	24.6721869341	24.2754502631	24.6081587198	24.3341547678
P40893	29.1134524112	28.8774273213	29.4078746961	28.5535736438	29.6177408145	28.6023367288
P40897	26.2919325289	26.1488216470	25.6205982682	25.6610938925	26.0907400612	24.6533983624
P40955	23.0075911068	23.6211912891	23.6367899430	21.1645958424	22.2586431216	22.9587822527
P40956	26.7959301395	26.8105693756	27.1416663916	26.8756808686	27.0136106817	27.0446429785
P40957	26.3674220443	26.0959774083	26.3117544900	25.9641831520	25.3990657123	26.0320602328
P40958	24.3638432690	25.7915495663	25.8608733547	25.8440642243	25.4399737994	25.5098729740
P40959	26.7875993166	27.1156458812	27.2180575678	26.7061856885	26.7126241237	27.2451241354
P40961	29.5006563882	29.5920138278	29.5795775539	29.4146560038	29.8497063593	29.5302184197
P40968	24.4027460199	22.9744099767	23.2545548572	23.6224456686	23.0843221958	23.8435672575
P40969	23.9859260568	23.7667951799	22.3234740181	23.0394333863	21.6134644527	22.4145170883
P40970	28.9225063072	28.7685519006	29.6102113899	28.7992044381	28.5554934490	28.8258872033
P40986	27.9781909768	27.7670272472	27.2264408985	27.6192344362	28.0354115091	27.6826438066
P40987	26.0648414287	26.0689354739	25.9651126528	28.6397313260	26.7601518044	26.5580811733
P40988	24.9308170944	25.1634056471	25.1936197340	24.1713210073	23.8631474565	25.0564092125
P40989	28.0503395051	28.4340623765	28.0084982540	26.1601074692	26.4357655805	27.1643764080
P40991	29.0903131480	28.9349240905	29.2313087721	29.1072802416	28.5961728725	28.8041549614
P40994	25.1890997202	25.1300920243	24.7342787999	25.2888600672	25.1457031226	25.0598502522
P41056	29.6476563890	29.3632191839	29.6149568754	29.7827319458	29.0945564439	28.9567368927
P41057	29.5292290592	31.4975357816	31.1449988020	32.0626366753	31.4215002874	31.1064467174
P41058	31.6597933753	31.2682478491	31.0438148874	32.2885404305	31.9827661069	31.9589611543
P41277	32.5211482944	32.0694474644	33.0108289043	32.3549585088	31.5590364908	31.7859687197
P41318	26.4400717747	26.6276270128	26.5577044225	26.1488250620	26.1891595348	27.3051381512
P41338	32.1146372126	32.2549151966	32.4564994269	32.2961622536	32.3703807623	32.4004470942
P41543	28.8189691815	29.0155183701	29.0402656319	29.0693931003	28.6273546475	29.1818577631
P41544	25.6846925269	25.5797052044	25.1337859496	25.4927025671	24.7969265686	25.4991238714
P41696	24.6022988926	24.7588901977	24.7152292498	24.7048442224	24.6633347167	24.9335941442
P41697	26.7569151726	26.7131286239	26.7432773201	26.4052799699	26.4706499319	27.4071278803
P41733	26.0657724919	25.5474977709	25.5736563842	25.4804176418	25.8083720275	24.7856591603
P41734	26.7878346474	26.8928285754	27.1908619291	26.7239961736	26.8329076130	27.3057779476
P41800	25.1495416597	25.3737098152	24.9303458946	24.9118834347	24.7838446186	25.2122737309
P41805	32.9241597953	32.6521162184	31.5710644926	33.4931603740	33.4736714729	32.7605458499
P41807	31.9179578180	32.2477227328	31.6569364366	31.7415658738	32.3598608140	31.9769700391
P41810	30.5955424936	30.8860453730	30.6051219047	31.0543046716	30.9048641338	30.7632310963
P41811	31.8923669308	31.9864026907	31.8586917174	31.9801041694	31.8833994673	31.7848628453
P41812	23.8591313201	23.7685194779	24.3340159418	23.7900652161	23.7980915642	24.6310502978
P41813	23.7981981056	23.8667585302	24.3704395108	23.9708522482	23.7276952962	24.4972968414
P41814	26.3502516149	25.7258484237	25.7923854141	25.9299045869	24.6828801379	25.3051564351
P41815	23.4749182705	23.7044416465	23.8092321828	22.2986340148	23.9663783152	23.5522219879
P41816	24.5033825835	24.3632200448	24.1548178630	24.3381928535	24.4305421991	24.1525153019
P41818	24.9895401233	25.8398719114	24.2384885637	25.4475075944	26.5130168309	26.1883255877
P41819	27.8189116084	27.1147279740	27.0250766580	28.3948150718	27.4791539574	27.4785835931
P41832	26.7684089034	26.4606590134	26.0106397202	26.7507438876	26.4105201531	26.3890419913
P41834	25.5439678912	25.4831513028	25.1851228463	25.3386119351	25.1109382172	25.0323695158
P41835	25.0592765047	25.5720898417	25.3981723942	25.2694933117	24.8938756303	25.2141127741
P41895	26.7340157321	26.5742430629	26.7802397203	26.3281948370	26.2877940309	26.6122425154
P41896	26.2065266086	25.6662576961	26.0664361371	26.1954751553	25.8161297325	25.6622758088
P41903	24.9781300541	25.8177316616	25.7391253147	25.2029137274	25.8862035344	26.1954453342
P41910	25.1442125046	25.4139974635	26.2684978295	25.5001421721	25.2985183274	25.6054701545
P41911	30.1429108881	30.5017841039	30.3104788768	29.8133679311	29.9218669431	30.0811106757
P41913	25.6293687231	25.9079552985	26.3950044796	25.9474960098	26.1927457883	27.8826153208
P41920	31.1217139918	30.9260562828	31.1288604367	31.2421385555	30.7762375895	30.6488418189
P41921	31.0847811564	30.9676023532	31.0281736789	31.5502287875	31.7013997537	31.3384836881
P41940	33.0507440385	33.0175660050	32.7461954380	33.4058069828	33.4792329032	32.7388820313
P42073	23.7925801272	23.2754402703	23.9772499908	24.6557548348	24.2203260763	24.7544499304
P42826	27.5970372621	28.1017126295	27.9951075366	27.9180970288	28.8410396589	28.2448381984
P42838	26.7248269508	26.8047632460	26.5083463936	26.2614140966	26.0591499875	26.9464286512
P42839	26.3190515076	26.8998316751	26.5430850566	26.6491173125	26.6528459947	27.1034402948
P42840	25.4509160727	25.2214945095	25.0852222084	25.1825221987	25.0888404205	25.5460942108
P42841	25.5329923995	25.3307782743	24.8287406437	25.2095402055	25.9665686301	24.1564122858
P42842	27.1108447695	26.9271604825	27.2126229994	27.3587311350	26.8482706138	26.5134065269
P42844	25.6900207626	26.1870156075	25.3676574840	25.3210733885	25.7831029849	26.1468540734
P42846	28.5087810428	27.5898135909	28.0266259995	27.8242193480	27.3420214414	27.9633849342
P42847	25.1351123804	24.9819017167	24.6410041875	25.8458442019	24.6773856153	25.1529217293
P42900	25.8339263852	25.8737558336	25.9630737905	25.7961860255	26.1997000302	26.2374605256
P42934	25.2875778258	24.6735897776	25.2868359131	24.7548133406	25.0368818564	25.2866447566
P42935	28.7088840413	28.4548034156	28.5593109674	28.8344885260	28.9865130168	28.6991915044
P42936	26.0439001854	26.4414969738	26.2326468659	25.4913230205	25.9292799614	26.1748320957
P42937	25.7534250223	26.4560923994	26.4068598080	25.4264074168	25.9855184972	26.3345119313
P42938	27.0884754868	27.5355944493	26.2638810335	27.6033309298	28.4673822901	27.8114140226
P42940	28.4302688549	28.6782432240	28.9203459419	28.2711990894	28.7613501635	29.1563413412
P42941	28.4945777847	28.4470857495	28.8046765560	28.9730827339	29.2182653396	28.8441544191
P42942	27.9491845624	27.9135607886	27.3918547705	27.0084348178	27.2569062668	27.0671354599
P42943	30.7966904223	30.6840304089	30.9211791472	30.8544611984	30.6758812785	30.3949813188
P42945	29.3554567836	29.1646361956	28.9204292840	29.7848699962	29.2141207842	29.3077868909
P42949	26.8657009199	26.7674815678	27.0371176252	28.1007728987	26.9241160193	26.3558165533
P43122	25.4063363457	25.0461030357	24.9821211498	25.0792187693	24.7972602349	23.2632394600
P43123	29.5000281344	29.6076666308	29.9021739784	29.4247395294	29.4162629294	29.4893652422
P43132	23.9639012617	23.8736951028	23.9213124154	23.8965986004	23.4618398207	23.9220385721
P43321	26.3174875044	26.5565962016	25.9166406876	26.4176313854	26.2886411536	26.4618690325
P43535	29.8053032916	30.0596433921	29.6574782156	30.4559547858	29.7115660907	29.7186435565
P43542;P47187;P0CX13;P0CX12;P53822;P38723;P53344;Q07788	25.6669468973	25.7399394316	25.3689609082	25.7124636551	25.5282056572	26.4968367244
P43550	24.5000691156	23.9901976800	23.4378161508	23.4765750861	22.9854562475	23.1619128864
P43554	23.7718868285	24.3949276678	24.4156447766	24.0153912663	24.8615813958	24.6413366325
P43555	27.6620898298	27.5366609680	28.1114205086	28.1469550500	28.0358409625	28.1259730832
P43556	26.1276945275	26.0083259287	26.5768658858	26.6938853197	26.2859358291	26.2112008559
P43557	25.3702730288	25.1678868066	24.9532518927	24.6616024950	24.1757956644	24.1871355397
P43558	26.0453089222	26.3997665297	25.8781400415	26.0154232685	25.8716743750	25.9834157361
P43560	25.0501711858	24.7275306180	24.9054562555	24.9489223596	24.4638838413	24.6337317795
P43561	27.3998382733	27.3452446735	27.1736238954	27.1240246320	27.5777840769	27.1050164941
P43562	26.2470594552	26.3037237907	26.0306461341	26.5674598363	26.0066809649	26.0753921094
P43563	23.9690573136	23.6637495814	23.3364831706	23.9215103511	23.5915939492	23.5070780373
P43564	24.8843080232	24.9713482670	24.9594931231	24.5415498863	25.2819407183	25.1743878440
P43565	25.5435333562	25.1997007051	24.8994728131	25.0638835599	25.3254082979	23.8747398790
P43567	25.8309931460	25.1992193070	25.3185021210	25.2232005884	24.0003610230	24.1982834237
P43568	25.9115603454	26.4335962432	26.5392549992	26.3292834676	26.3791670821	26.4317549958
P43569	26.9427526572	27.2213808114	26.9782324767	26.8902801683	27.2939109662	27.1171479628
P43570	22.4259676420	22.9951195536	22.9691667852	22.8812932558	23.2737486323	23.3512656841
P43573	24.8201244570	24.2667525815	24.0713200160	24.1079843270	22.5598388697	22.9208991202
P43574	23.8893813860	25.2750240314	26.4653663829	23.9909728928	26.6734165615	27.4363031869
P43577	28.3567462238	28.8523157690	29.1621103556	27.9308969344	28.8355925588	28.3889988633
P43579	25.4602775222	25.9693636928	25.2583177886	25.7261594213	26.5397430837	26.6684292506
P43582	27.2083913970	27.9714384101	28.1020453505	27.2243000090	28.1305630304	27.9594404477
P43583	27.8765288881	27.8712506819	27.4775769382	28.0797797904	27.4761508114	26.9051669128
P43585	31.1048127177	31.1726827540	31.4524465396	30.4930436180	30.0440564374	30.5809941703
P43586	27.5041337569	26.9197052796	27.3259346266	27.6918033205	27.2251544279	27.6580157246
P43587	24.1108635802	24.5739314160	24.9068029744	23.7808049876	24.6535177707	24.6145608337
P43588	29.4805973001	29.6293598084	29.6949383907	29.3352896413	29.5042762450	29.5808620234
P43589	23.7196390626	23.8306590783	23.2519962666	24.7182542232	25.3550032865	24.3161322437
P43590	27.7347483125	28.4440845274	27.9993219412	28.8437185135	28.7552997549	28.9284697434
P43591	25.8561943870	26.1834013383	26.2909330631	26.3045117212	26.5637811752	26.1769003689
P43593	28.8131426666	29.4512123618	29.4083897957	28.7034756742	29.2816057836	28.9232972962
P43594	27.1599424658	27.6043461890	26.6751037910	27.8567569801	27.7151066131	27.4247374275
P43596	27.3081497457	27.1549703165	27.1036121137	26.8300287865	26.9714666331	26.8454436769
P43597	26.6189807910	26.8273464704	26.1977773930	26.1109234414	25.6571790451	25.9757170673
P43598	24.4202754505	24.5374820941	24.2299610001	24.2351167073	24.9536900761	24.2509449136
P43599	24.9102825442	24.5150679395	24.4184416526	24.7541993958	25.1045045753	23.2621699321
P43601	25.7985952173	26.4326307864	26.7129330753	25.4692763334	26.1694503328	26.1386487239
P43603	29.3098713880	29.7524129274	29.9967684281	29.5054693358	29.8309447518	29.8273838576
P43609	28.2747901893	28.0473757069	28.3042967536	28.3794551300	28.6491666762	28.4080645570
P43610	24.6132488397	24.1199752855	23.1750925075	24.3620324436	23.4898408563	23.2022659100
P43611	24.8843640147	24.7589350382	24.8292148127	24.7739818650	24.6645571513	24.8725754710
P43612	25.5360325315	25.5426037786	25.8880608398	26.0868378974	26.1521841307	26.1261386866
P43613	26.6806479046	26.4412804546	26.5531248887	26.6475068620	26.5588740191	26.9550773674
P43616	32.2692440345	32.6438991008	32.2006458677	32.1677839999	32.8241468682	32.6927637794
P43619	29.4715796281	29.8141392565	30.0613053868	29.5054878572	30.1415537583	29.6774445189
P43620	24.0586741440	23.5846953581	22.3551237902	23.3393079779	23.0457861644	23.0017918869
P43621	27.1633928049	27.5752072578	27.6117605466	27.2109139894	27.6214295204	26.9869989961
P43633	24.0211761806	24.7299643301	24.2149251437	23.1218419055	24.8032323776	24.1565294879
P43636	26.6544314775	26.5017450958	26.8536523765	26.8489538880	27.3378480303	27.9206444333
P43638	27.6656157143	27.3760439842	27.5747493588	27.5326785145	27.5337654761	27.0438761993
P43639	26.5903070062	26.0763514333	27.3606640904	26.7669038322	26.5577530265	25.1995823512
P45818	26.9233901884	25.7051824023	26.7927982267	27.7390712293	26.7214610768	26.5752857329
P45976	25.5201996327	26.1320892811	26.3627100604	24.7034498400	25.7142080427	26.6295032655
P45978	27.7805214854	28.0983113822	28.0591369439	28.5932927564	28.6994019125	28.5221004813
P46151	26.8707085440	26.2903526742	26.6251173439	26.8098925665	26.4585601488	26.2167711139
P46367	30.6674873397	32.0552313251	31.6005346352	30.5553818354	32.5135083647	32.6461152240
P46655	33.0140625861	33.1341026509	33.0695490668	33.3531328168	33.4364183336	33.2022288615
P46669	26.8582127699	26.7539203432	26.9475907780	27.1400520759	26.7226619329	27.5138970538
P46670	25.0256280705	24.2623701784	25.0045097974	24.2390429932	24.5620230808	24.1870561683
P46671	23.5326944841	23.3984129549	23.9998652999	23.5019346652	23.5656172237	23.5264043642
P46672	32.2954456812	32.3822073039	31.7628300420	32.2217657534	32.3020676547	32.3440560977
P46673	26.1450479932	26.3181394734	25.8313918509	26.0754843761	26.1531345097	26.2410011651
P46674	27.0033868440	26.9603229151	26.6894882511	26.8812747624	26.8927513995	27.0242398878
P46675	27.1572126730	26.3913689796	26.8199765815	26.7519934070	26.3334703838	26.7108665769
P46676	27.2662016911	26.9482675619	27.4673452844	26.9965710869	26.9552120143	26.9789986070
P46677	26.3040094025	26.1414535490	26.3295876998	26.6461634454	26.4068891865	26.5991936174
P46678	25.8734830651	25.2874230494	25.3992890930	25.6505115835	25.4919516919	24.8033720291
P46680	30.0755940885	30.9003200295	30.7907177849	30.3595510810	30.9277506521	31.0035159361
P46681	28.3555163216	28.6774491211	28.7109108077	28.5305686195	28.7518729630	28.8459464895
P46682	27.5457779609	27.5131682882	27.2569456194	27.4986186634	27.3479996476	27.2710036143
P46683	28.5378595742	28.7547389307	29.1739268724	28.8672880699	28.6672276214	28.9825756924
P46944	23.9694723224	23.8880374252	24.8299964915	23.8547718559	24.3463459778	24.3443828224
P46947	25.0191010946	24.3808242906	23.3621047556	24.1766844038	24.7756025863	24.0372456405
P46948	26.8200626337	26.2999317838	25.9741058146	26.9266982325	26.3022885524	26.0707750690
P46950	24.7877516333	24.5617596791	23.8929617965	24.6195136605	24.6693063644	24.4475863469
P46951	27.1590331087	27.1883153066	27.3391290816	27.6704199519	27.5425564170	27.6949764052
P46956	28.2842455803	27.4155884521	27.6114164333	27.7481163689	27.6264995059	27.9034771501
P46957	25.4593322868	25.6602867989	25.5729973491	25.6579427986	25.6065310400	25.4644254341
P46958	24.6950734620	25.0073151302	25.1398541401	24.7372099902	24.5796850844	24.8974745852
P46959	27.2027544861	26.3628584435	26.4998789876	25.2072565046	26.0055304344	25.0264374097
P46962	23.2489552417	23.4006036026	23.5451620393	23.4703394950	23.3875106450	23.7762457305
P46963	24.6563167275	24.4281879127	24.4959216183	24.8533932723	24.6932624286	24.6506381032
P46964	26.7332827795	27.0311736688	26.8130502945	27.1196752315	27.8474145963	26.9875687584
P46965	25.7013115594	25.8543767697	25.0696862197	25.3376798673	25.8161479726	25.6132114912
P46969	29.0804290957	29.5001643808	28.9771378167	30.2139094878	30.1476513269	29.5436088808
P46970	26.5603151003	27.0691250237	26.6645277698	26.9909728928	26.7537994954	26.5796003550
P46971	28.2930592596	27.6346880483	27.1422382089	28.4217199021	28.2083935803	28.1928190742
P46973	25.8121295887	25.4373661361	25.0677374932	25.6790285707	25.7875371082	23.7590491030
P46974	25.1782222670	24.6595813704	24.6753189887	24.7331188217	24.3144255144	23.2864965903
P46982	28.7319380651	28.4092388987	28.2794731800	29.0267465076	28.8266542633	29.0332362596
P46984	26.7201488674	27.2022088191	27.9916742445	26.6114767007	27.7570589407	28.1161061552
P46985	28.2974046675	27.9498124791	28.3263959602	28.4237206216	28.1951412934	28.1423888662
P46988	25.9621819020	26.0640618203	26.0278126482	25.5008055009	24.2578453476	26.2483988352
P46989	28.0308866986	28.1485068410	27.9621296042	27.9074271092	28.0077665968	28.4915762079
P46990	34.1421057806	34.1771625834	34.0935238863	34.4041935769	34.4975567830	34.5619325398
P46992	27.3619320064	27.5235030451	26.6125173071	27.4119511658	28.3191373614	28.2170723850
P46995	26.2420328692	26.1828370064	26.2772361877	26.2519597707	26.6408978503	26.5190296597
P47001	26.1721913458	25.6788277948	25.7951327981	25.9437058021	26.0763446781	25.3969899861
P47006	27.3510640463	26.9027888668	27.6592771290	27.4902730445	26.5647189423	27.2787522781
P47008	28.3887490353	28.2510159950	28.4681816955	28.5193857309	28.3687730296	28.5789350796
P47011	24.0732779214	23.4030786149	22.5517044328	23.5668602933	23.7458755958	22.0432493284
P47013;P23501	25.9451178700	26.2099082161	26.3047395175	25.9144762053	26.1077439377	26.0724482290
P47016	25.4466061969	24.6112156805	24.3529176638	24.4454794944	23.9001579046	22.3636261721
P47017	24.9542885531	24.9348316367	25.3484260786	25.0091038356	24.8616802626	25.1150857659
P47018	29.4754199412	29.6367499049	29.7408882311	28.8299696245	29.3534579929	29.7419793637
P47019	24.6079655794	24.6333558183	24.7091826766	25.3716321104	24.4194837378	24.2067643465
P47025	24.3747880781	24.2437573708	24.5888851377	24.8049888698	25.3157196452	24.8005214156
P47029	24.9164330815	24.4563500581	24.6417659913	24.5192389738	24.1822705629	25.1949323058
P47031	27.3703635441	27.7749895535	27.4272421345	27.5388449724	27.6945141776	27.2960590882
P47032	26.1359127052	26.1777306747	25.6790783165	25.4501819627	24.6770749184	24.9936398261
P47035	28.9215950749	29.0330607673	29.1899173272	29.1415783336	29.0087513716	29.1061188098
P47037	27.0093527896	26.6976826429	26.9349955240	27.2146347335	26.7230619962	27.3128879773
P47039	28.3724833653	29.3810997417	29.9192342523	28.6283801351	29.8422217617	30.1458386102
P47042	24.1003613766	23.5004039971	23.7960675598	23.7758703717	24.2145859587	23.3042273231
P47044	27.5928008617	27.5809789336	27.6118981690	27.8564084890	27.9562900285	27.2662216617
P47045	25.5417005941	25.7123467557	25.7795537842	25.8196740737	25.5812158580	25.7319117903
P47047	28.6284855433	28.7183078969	28.5473799531	28.9993357540	28.5179438625	28.9230888208
P47048	24.7576977841	24.3115088177	24.0041669597	24.1930850465	24.1726440357	23.0169843182
P47050	23.1333433533	23.2888845341	23.5708804737	22.4849136389	22.6624561468	22.3292279593
P47054	27.4283455378	27.2586076825	27.0821172165	27.5439756521	27.4677404221	27.2953229254
P47057	26.0261468175	26.2673165557	26.8300674746	26.1645808292	27.4855346115	26.8012734879
P47061	25.5460562318	25.4968998991	25.9077449303	25.5742976037	25.7769506486	25.7434003043
P47064	27.0856759851	26.9932736572	27.0479796426	26.9605578832	26.7196115702	26.2748738127
P47068	30.0814853469	30.8575225441	30.5254477385	30.0219119681	30.6115239182	30.3242322387
P47072	27.7408995007	27.5795751383	27.5021378663	27.9321651893	27.4894592468	27.9862009507
P47075	31.8255604807	31.8235951713	31.9243686507	30.0358287485	30.0835379227	30.1321187033
P47076	25.6064338672	25.2648730687	25.1588549594	25.4043266891	25.4942641393	25.1555607196
P47077	27.3262468470	27.5970616744	27.4233266595	27.5675858673	27.4538274984	27.4237273137
P47079	31.2281331986	31.1955923199	31.1669422521	31.2127188412	30.8054963778	30.9193460323
P47082	26.4164166707	26.3175722857	25.6320007425	26.9014713554	26.3329287955	26.7122460903
P47083	26.8758095464	25.9153541725	26.6353083095	26.8296737781	25.9825809422	26.1119313855
P47084	24.9662142276	25.0863828177	24.9851762041	25.1836623987	24.7310930929	24.7902123163
P47085	26.7261160722	26.5253493287	26.1488134067	26.5019850025	25.7698945058	25.9850182123
P47088	23.4544485630	23.2635755748	23.2369369993	23.9390823353	24.0744478759	23.4470977320
P47089	28.3056866873	28.2088667970	28.5904433842	29.1779182834	28.5095810598	29.0260436557
P47093	25.2492218093	24.7928465150	24.9502534079	24.3035273242	25.2560420157	24.2530695372
P47095	27.2053995306	26.9441396762	27.3154097977	26.2798790318	25.6178770704	26.5221319430
P47096	29.2049590265	29.5603017110	29.9910924167	28.8706568024	30.0276863961	30.6803725248
P47099	25.6361452685	25.7810965083	25.6436548903	25.5316923173	25.6789363934	25.3842457325
P47100	34.4885028711	33.7640828670	33.3331157285	33.6601116424	33.1276133566	32.6855173957
P47102	25.2063505607	25.0488715028	24.1853237455	25.9311396433	25.4084819682	24.6083505964
P47103	26.5849001038	26.5108598641	26.4574694708	26.4989312718	26.3153305546	26.1061712800
P47104	25.9356549032	26.4259202214	26.5208744289	26.7454840561	26.9714666331	26.3501920041
P47108	27.3825686292	27.2537980779	27.6904980995	27.3471200103	27.2046741859	27.4285190680
P47112	25.9253809544	26.1333185388	25.9173312761	26.3050396102	26.3511434150	25.8052606954
P47116	27.8761969288	28.1045922613	28.0506335067	27.5772048129	28.4790750073	27.7698872363
P47117	30.2961437782	30.3532874274	30.4091027071	30.1387630387	30.6543675391	30.2615415915
P47119	29.9188310591	30.5700636235	30.7989762828	30.2309243257	30.3309528958	30.4403252345
P47120	30.4949922306	30.7677573355	30.6420625122	30.5274709466	30.0778144834	30.8147891253
P47122	26.9353362750	26.5859624429	26.5788385133	26.8933409297	26.4839775001	25.5753160559
P47123	25.7320114455	25.9309447650	26.1618283865	25.0828117599	25.7486094090	26.5667701061
P47124	27.9951049606	27.5655361879	27.2768716976	28.0651771855	27.7040029512	27.8814508438
P47127	26.6404258786	26.7033925251	26.1780735871	26.7335155965	26.8926906651	26.4911744661
P47128	24.7544434103	24.5250356192	24.1699583871	23.8656452864	24.4292923280	23.4255954685
P47129	24.8842227735	24.8446445431	24.3542948555	24.8582197241	24.7691456642	24.6060371111
P47130	24.3010612099	24.7946351098	25.0820576120	24.8464177238	24.9396285388	24.7226972376
P47133	27.9664919863	28.1062864995	27.2461693007	27.9704014429	28.0336924159	28.2718458454
P47135	28.5887545961	29.0934532965	28.9871721913	28.5837457450	28.9192943479	29.0224616639
P47136	25.6265461496	23.9506471901	24.6086414846	24.3496808370	23.8770051561	23.6914975218
P47137	26.9337420780	27.9220974706	27.7523574022	26.9331018791	29.2722733569	28.5982015950
P47138	24.0130053786	24.1326684351	24.4104925781	23.4452229434	24.9617855469	24.1081570041
P47141	25.2638211667	25.3713889426	25.4588013801	25.2674972441	25.6260004392	25.8851004788
P47143	33.2602354993	33.7954492236	33.8839838963	33.3846906433	33.5285823830	33.7974076552
P47148	25.6427696075	25.4273995548	26.1839543852	25.6570359967	25.8224412138	26.5886568319
P47149	24.0680228471	23.7447730277	23.6838454053	23.6641417199	23.4306235330	23.7395712713
P47150	26.9531768757	26.3776943635	27.1784639091	26.8020724100	26.9294417594	27.0593516986
P47154	28.9445744254	28.8755620524	29.0750967888	29.1080611056	29.3664914478	29.1619049596
P47155	23.6833826803	23.9127512777	23.6622703423	23.6695380051	23.6835238861	23.7367926020
P47158	24.1027901107	22.8421018714	22.6568380610	24.0012730713	24.0343402088	23.8869122680
P47160	29.2633697685	29.5180171035	28.8588801695	29.2416827611	29.6009695054	28.6651207644
P47164	24.6473159874	24.8442532026	24.9548568058	24.6399784758	25.0351645155	25.1455476171
P47165	27.5766153649	27.3832610830	26.8611975663	27.3791721337	27.4553532677	27.6166249864
P47166	26.1979103160	26.4043978174	26.9862170101	25.8601677453	25.9926814804	26.3762008070
P47169	28.1918588158	29.4008755467	29.6824120010	28.1938210045	30.2076075846	31.0795749347
P47170	24.1058890246	24.7317408464	24.9214012541	24.2016339481	24.4328500076	24.9304683511
P47171	24.3237692028	24.0367697718	23.9890806586	24.2588673525	24.1214164132	24.1579989449
P47173	27.4156097729	27.3796994994	27.6853412988	26.8873266183	27.7089933471	27.6349979207
P47176	31.7379185362	31.9074415484	31.8218740080	31.6684692243	32.1372137896	32.2841829921
P47190	24.9592802413	24.7338147924	24.7675215160	24.9922846070	24.8695076236	24.4484889840
P47771	28.5653686893	29.5173033612	29.2291572684	28.3863913711	29.7733110011	29.4514781183
P47818	26.8390367130	27.1256032497	27.3475833684	26.9751171875	27.3313902750	27.5246937732
P47912	30.0786028383	30.7773761464	30.0878921186	30.2358447693	30.2015194992	29.8702021526
P48015	31.2211251958	31.1214330767	31.5927113616	30.5686499326	30.6587308833	31.4307728291
P48164	34.2227852022	33.9154251879	33.4288639417	34.2816624136	33.7109695556	33.5942650148
P48231	28.3510242319	28.0942813609	28.2532889309	28.1574601574	27.7388423558	28.1415699383
P48234	27.3326324309	26.6496229862	26.9522722059	27.3957346862	26.5547594474	27.1767205054
P48236	24.4057502177	24.5766004931	24.3938890255	23.9293072849	24.5573043854	24.5932162512
P48239	25.1346234037	24.5612965268	24.3898910331	24.6521032287	23.3613907021	25.4578285574
P48240	24.9945525280	24.4247364122	24.1991406931	25.0830103551	23.3114693376	23.7479002673
P48353	25.2171901621	24.6422243890	24.8772930469	25.1642805337	23.2106206229	25.3687858706
P48360	25.2914004172	25.5115419308	25.3598776663	25.5961411050	25.7953802307	25.8558412982
P48361	24.3347600623	24.3646082758	24.2772849758	24.8717549780	24.5425715276	24.6228843804
P48362	27.3609833330	27.2849590094	27.3956166893	27.1807046649	26.7787734490	27.3585325307
P48363	27.3348889089	27.3358226733	27.7574049549	26.6631325940	26.7940861176	27.3601174262
P48365	26.3730638099	27.8297146621	26.9732062185	26.0086439192	26.9625718527	27.1256625257
P48412	25.1250350039	24.3918742133	24.6731174714	25.8233161930	24.9954881735	24.5796759351
P48415	29.3589059325	29.5467537657	29.3832536379	29.4600127331	29.3509579157	29.0922789541
P48439	26.8614586812	27.4817913587	27.2955841816	27.0102112143	27.1913393428	27.4807706610
P48445	27.4822704963	27.3117279190	27.4506683120	27.3162836271	27.1882519183	27.4980688876
P48510	29.6873647788	30.1629104836	29.4919673746	29.5170909447	29.7103055151	29.7882678619
P48524	26.0228116128	25.4350350470	25.9939675334	25.7621492415	25.7278807014	25.4042459169
P48525	24.8086809593	24.1168209221	23.1863409767	23.7848225443	23.8825751401	21.8103658134
P48526	24.5102792797	24.4074121784	24.4891456996	24.4668737419	24.4190887314	24.4855544371
